dB re 20u Pa,10600.000,94.680,dB re 20u Pa,190.000,74.978,%,190.000,18.639,%,190.000,0.985,dB re 20u Pa,10600.000,95.228,dB re 1 FS/Pa,10600.000,-41.209,dB re 1 FS/Pa,10600.000,-40.507,dB re 50k FS/Pa/ Pa,190.000,-135.848,dB re 50k FS/Pa/ Pa,190.000,-136.452,%,375.000,1.154,%,375.000,0.063,dB re 1 FS/Pa,5300.000,-38.996,dB re 1 FS/Pa,,,dB re 1 ,375.000,1.677,%,375.000,0.997,%,375.000,0.077,dB re 1 FS/Pa,5300.000,-37.919,dB re 1 FS/Pa,,,dB re 50k FS/Pa/ Pa/ FS/Pa,190.000,-95.373,dB re 50k FS/Pa/ Pa/ FS/Pa,190.000,-96.423
deg.,10000.000,87.229,deg.,200.000,75.204,deg.,200.000,16.010,deg.,200.000,1.113,deg.,10000.000,93.999,deg.,10000.000,-40.655,deg.,10000.000,-43.273,deg.,200.000,-135.330,deg.,200.000,-135.912,deg.,400.000,0.929,deg.,400.000,0.058,deg.,5000.000,-39.885,deg.,,,deg.,400.000,1.593,deg.,400.000,0.815,deg.,400.000,0.032,deg.,5000.000,-39.313,deg.,,,deg.,200.000,-94.855,deg.,200.000,-95.884
,9500.000,97.817,,212.000,74.575,,212.000,11.911,,212.000,1.127,,9500.000,99.416,,9500.000,-40.832,,9500.000,-40.732,,212.000,-135.081,,212.000,-135.594,,425.000,0.887,,425.000,0.031,,4750.000,-39.346,,,,,425.000,1.504,,425.000,0.781,,425.000,0.027,,4750.000,-39.039,,,,,212.000,-94.606,,212.000,-95.566
,9000.000,103.491,,224.000,74.522,,224.000,9.746,,224.000,1.065,,9000.000,101.737,,9000.000,-36.851,,9000.000,-36.491,,224.000,-135.069,,224.000,-135.506,,450.000,0.834,,450.000,0.031,,4500.000,-38.591,,,,,450.000,1.423,,450.000,0.753,,450.000,0.049,,4500.000,-38.292,,,,,224.000,-94.594,,224.000,-95.477
,8500.000,99.516,,236.000,74.488,,236.000,8.193,,236.000,0.860,,8500.000,101.268,,8500.000,-35.052,,8500.000,-36.266,,236.000,-135.182,,236.000,-135.568,,475.000,0.785,,475.000,0.039,,4250.000,-38.189,,,,,475.000,1.373,,475.000,0.694,,475.000,0.046,,4250.000,-37.672,,,,,236.000,-94.707,,236.000,-95.540
,8000.000,101.247,,250.000,74.087,,250.000,6.625,,250.000,0.728,,8000.000,100.380,,8000.000,-37.436,,8000.000,-39.015,,250.000,-135.341,,250.000,-135.725,,500.000,0.712,,500.000,0.025,,4000.000,-38.736,,,,,500.000,1.355,,500.000,0.634,,500.000,0.032,,4000.000,-37.888,,,,,250.000,-94.866,,250.000,-95.696
,7500.000,99.065,,265.000,74.027,,265.000,5.671,,265.000,0.548,,7500.000,99.170,,7500.000,-41.556,,7500.000,-42.485,,265.000,-135.492,,265.000,-135.909,,530.000,0.603,,530.000,0.021,,3750.000,-40.102,,,,,530.000,1.336,,530.000,0.522,,530.000,0.023,,3750.000,-39.109,,,,,265.000,-95.017,,265.000,-95.880
,7100.000,95.551,,280.000,74.088,,280.000,5.010,,280.000,0.520,,7100.000,97.450,,7100.000,-41.831,,7100.000,-45.340,,280.000,-135.606,,280.000,-136.038,,560.000,0.491,,560.000,0.017,,3550.000,-40.424,,,,,560.000,1.283,,560.000,0.432,,560.000,0.016,,3550.000,-39.714,,,,,280.000,-95.131,,280.000,-96.010
,6700.000,98.447,,300.000,74.424,,300.000,4.491,,300.000,0.299,,6700.000,96.694,,6700.000,-42.279,,6700.000,-44.857,,300.000,-135.654,,300.000,-136.053,,600.000,0.412,,600.000,0.016,,3350.000,-39.816,,,,,600.000,1.209,,600.000,0.357,,600.000,0.021,,3350.000,-39.640,,,,,300.000,-95.179,,300.000,-96.024
,6300.000,90.434,,315.000,75.737,,315.000,4.788,,315.000,0.214,,6300.000,96.535,,6300.000,-40.444,,6300.000,-35.796,,315.000,-135.625,,315.000,-135.953,,630.000,0.335,,630.000,0.019,,3150.000,-39.590,,,,,630.000,1.153,,630.000,0.306,,630.000,0.015,,3150.000,-39.704,,,,,315.000,-95.150,,315.000,-95.925
