,1120.000,108.842,,1800.000,57.028,,1800.000,0.210,,1800.000,0.007,,1120.000,108.834,,1120.000,-23.597,,1120.000,-23.368,,1800.000,-134.814,,1800.000,-135.508,,3550.000,0.101,,,,,560.000,-40.774,,,,,3550.000,0.950,,3550.000,0.091,,,,,560.000,-40.404,,,,,1800.000,-94.447,,1800.000,-95.316
,1060.000,109.210,,1900.000,41.571,,1900.000,0.034,,1900.000,0.006,,1060.000,109.174,,1060.000,-23.547,,1060.000,-23.317,,1900.000,-135.077,,1900.000,-135.865,,3750.000,0.075,,,,,530.000,-40.842,,,,,3750.000,0.750,,3750.000,0.063,,,,,530.000,-40.446,,,,,1900.000,-94.709,,1900.000,-95.673
,1000.000,109.413,,2000.000,46.388,,2000.000,0.052,,2000.000,0.002,,1000.000,109.333,,1000.000,-23.732,,1000.000,-23.485,,2000.000,-135.182,,2000.000,-135.962,,4000.000,0.125,,,,,500.000,-40.865,,,,,4000.000,0.617,,4000.000,0.100,,,,,500.000,-40.465,,,,,2000.000,-94.814,,2000.000,-95.770
,950.000,109.294,,2120.000,58.142,,2120.000,0.130,,,,,950.000,109.230,,950.000,-24.136,,950.000,-23.873,,2120.000,-133.647,,2120.000,-134.758,,4250.000,0.122,,,,,475.000,-40.861,,,,,4250.000,0.853,,4250.000,0.099,,,,,475.000,-40.425,,,,,2120.000,-93.279,,2120.000,-94.566
,900.000,108.902,,2240.000,56.441,,2240.000,0.096,,,,,900.000,108.885,,900.000,-24.723,,900.000,-24.434,,2240.000,-132.030,,2240.000,-133.016,,4500.000,0.116,,,,,450.000,-40.864,,,,,4500.000,0.758,,4500.000,0.088,,,,,450.000,-40.372,,,,,2240.000,-91.663,,2240.000,-92.824
,850.000,108.395,,2360.000,53.690,,2360.000,0.066,,,,,850.000,108.406,,850.000,-25.408,,850.000,-25.055,,2360.000,-130.407,,2360.000,-130.726,,4750.000,0.117,,,,,425.000,-40.866,,,,,4750.000,0.511,,4750.000,0.082,,,,,425.000,-40.342,,,,,2360.000,-90.040,,2360.000,-90.534
,800.000,107.869,,2500.000,56.985,,2500.000,0.111,,,,,800.000,107.865,,800.000,-26.113,,800.000,-25.590,,2500.000,-129.814,,2500.000,-129.334,,5000.000,0.100,,,,,400.000,-40.902,,,,,5000.000,0.428,,5000.000,0.065,,,,,400.000,-40.368,,,,,2500.000,-89.446,,2500.000,-89.142
,750.000,107.249,,2650.000,52.379,,2650.000,0.063,,,,,750.000,107.324,,750.000,-26.680,,750.000,-26.225,,2650.000,-132.572,,2650.000,-131.151,,5300.000,0.105,,,,,375.000,-40.971,,,,,5300.000,0.451,,5300.000,0.094,,,,,375.000,-40.409,,,,,2650.000,-92.205,,2650.000,-90.959
,710.000,106.866,,2800.000,52.786,,2800.000,0.056,,,,,710.000,106.983,,710.000,-26.715,,710.000,-27.377,,2800.000,-139.408,,2800.000,-136.502,,5600.000,0.120,,,,,355.000,-40.953,,,,,5600.000,0.671,,5600.000,0.102,,,,,355.000,-40.354,,,,,2800.000,-99.040,,2800.000,-96.310
,670.000,106.938,,3000.000,51.951,,3000.000,0.063,,,,,670.000,106.624,,670.000,-26.661,,670.000,-28.666,,3000.000,-147.497,,3000.000,-145.839,,6000.000,0.115,,,,,335.000,-40.988,,,,,6000.000,0.689,,6000.000,0.087,,,,,335.000,-40.352,,,,,3000.000,-107.129,,3000.000,-105.647
,630.000,105.616,,3150.000,58.633,,3150.000,0.167,,,,,630.000,106.316,,630.000,-27.756,,630.000,-29.690,,3150.000,-145.064,,3150.000,-157.218,,6300.000,0.233,,,,,315.000,-41.189,,,,,6300.000,0.439,,6300.000,0.208,,,,,315.000,-40.478,,,,,3150.000,-104.697,,3150.000,-117.026
,600.000,106.900,,3350.000,65.452,,3350.000,0.420,,,,,600.000,106.420,,600.000,-29.315,,600.000,-30.224,,3350.000,-144.239,,3350.000,-144.936,,6700.000,0.157,,,,,300.000,-41.286,,,,,6700.000,0.952,,6700.000,0.055,,,,,300.000,-40.467,,,,,3350.000,-103.871,,3350.000,-104.744
